"stockid","order","family","species","common_name","type","country","region","area","year","ssb","r","tl","f","ssb_units","r_units","tl_units","r_age","r_age1","m","sprf0"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1951,428.3,2124.4,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1952,442.2,2840.7,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1953,321.9,2366.4,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1954,283.1,1695,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1955,94,1539.2,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1956,322.6,1759.2,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1957,343.6,1494.2,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1958,228.3,995,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1959,147.8,961.4,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1960,151.4,1356.3,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1961,189.8,1199,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1962,118.7,1035.6,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1963,65,1286,NA,",","Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1964,78.6,1329.1,NA,",","Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1965,128.3,1210.2,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1966,67.3,1221.1,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1967,68.9,1341.1,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1968,92.5,1459.1,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1969,76.1,1666.8,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1970,63,1412.9,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1971,50.6,1418.8,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1972,72.5,1335.1,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1973,78.2,1031.6,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1974,66.4,855.3,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1975,19.7,822.8,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1976,41,840.4,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1977,15.3,549.6,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1978,30.9,218.6,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1979,12.6,187.4,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1980,24.5,161.2,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1981,55.4,125,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1982,34.1,176.4,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWDAMR","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Damariscotta River",1983,11.4,261.8,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1972,1.13,9.57,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1973,0.62,11.25,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1974,0.73,20.46,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1975,1.29,23.74,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1976,1.77,26.51,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1977,5.06,50.22,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1978,9.2,56.17,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1979,10.68,48.1,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1980,11.93,48.08,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1981,22.6,53.19,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1982,29.79,59.84,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1983,24.55,52.77,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1984,18.1,44.64,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLAM","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Lamprey River",1985,22.58,40.32,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0",".33"
"ALEWLONG","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","freshwater","USA","US Massachusetts","Long Pond, MA, USA",1950,1.5,18,NA,NA,"Thousands","Thousands",NA,"4",4,"1.0","1.581977"
"ALEWLONG","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","freshwater","USA","US Massachusetts","Long Pond, MA, USA",1951,1.5,51,NA,NA,"Thousands","Thousands",NA,"4",4,"1.0","1.581977"
"ALEWLONG","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","freshwater","USA","US Massachusetts","Long Pond, MA, USA",1952,1.5,11,NA,NA,"Thousands","Thousands",NA,"4",4,"1.0","1.581977"
"ALEWLONG","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","freshwater","USA","US Massachusetts","Long Pond, MA, USA",1953,2,27,NA,NA,"Thousands","Thousands",NA,"4",4,"1.0","1.581977"
"ALEWLONG","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","freshwater","USA","US Massachusetts","Long Pond, MA, USA",1954,17,13,NA,NA,"Thousands","Thousands",NA,"4",4,"1.0","1.581977"
"ALEWLONG","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","freshwater","USA","US Massachusetts","Long Pond, MA, USA",1955,57,35,NA,NA,"Thousands","Thousands",NA,"4",4,"1.0","1.581977"
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1977,NA,87,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1978,572,98,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1979,1006,552,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1980,2300,1401,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1981,3850,187,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1982,3545,244,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1983,4236,300,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1984,1966,871,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWONT","Clupeiformes","Clupeidae","Alosa pseudoharengus","Freshwater alewife","freshwater","USA","Laurentian Great Lakes","Lake Ontario",1985,3739,NA,NA,NA,"Millions","Millions",NA,"1",1,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1968,21,546,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1969,89,432,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1970,68,500,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1971,326,1227,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1972,987,1909,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1973,1150,1955,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1974,596,546,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1975,779,932,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1976,643,1046,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1977,299,682,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1978,329,364,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1979,334,500,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1980,329,364,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1981,327,182,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1982,526,1068,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1983,451,1636,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1984,179,NA,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1985,586,NA,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1986,1131,NA,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1987,1577,NA,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1988,2109,NA,NA,NA,"Thousands","Thousands",NA,"3",3,NA,NA
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1968,12.06,848,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1969,55.68,1158,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1970,42.24,1175.5,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1971,187.92,2037,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1972,508.8,2359.1,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1973,694.8,2991.6,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1974,358.38,3367.3,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1975,470.04,1803.2,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1976,369.06,2257.4,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1977,179.58,1631.5,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1978,239.58,902.9,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
"ALEWSTJON2","Clupeiformes","Clupeidae","Alosa pseudoharengus","Anadromous alewife","anadromous","USA","US East Coast","Saint John River",1979,200.22,698,NA,NA,"Thousands of lbs.","Thousands",NA,"3",3,"1.0","0.33"
