"stockid","order","family","species","common_name","type","country","region","area","year","ssb","r","tl","f","ssb_units","r_units","tl_units","r_age","r_age1","m","sprf0"
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1787,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1792,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1797,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1802,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1807,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1812,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1817,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1822,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1827,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1832,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1837,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1842,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1847,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1852,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1857,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1862,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1867,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1872,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1877,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1882,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1887,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1892,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1897,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1902,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1907,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1912,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1917,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1922,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1927,1.75,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1932,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1937,1.75,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1942,1.75,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1947,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1952,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1957,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1962,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1967,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1972,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKBAJA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Soledad Basin, Baja California",1977,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1928,NA,352,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1929,329.4,754,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1930,336.8,987,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1931,435.9,1094,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1932,609.8,769,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1933,679.9,276,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1934,636.7,121,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1935,516.1,152,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1936,348.4,326,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1937,234.4,237,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1938,210.7,381,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1939,199.7,247,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1940,140.8,215,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1941,123.3,458,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1942,122,167,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1943,173.1,150,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1944,172,158,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1945,121,47,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1946,97.9,39,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1947,57.9,397,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1948,28.9,217,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1949,72.4,24,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1950,89.5,10,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1951,72.1,6,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1952,32.9,126,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1953,10.6,311,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1954,38.6,131,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1955,80.7,230,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1956,95,44,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1957,77.3,68,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1958,37,222,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1959,33.6,193,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1960,63,331,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1961,81.3,169,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1962,133.1,28,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1963,168.6,17,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1964,112,7,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1965,44.3,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1966,17.6,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1967,4.1,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1968,2.6,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1969,NA,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1970,NA,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1971,NA,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1972,NA,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1973,NA,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1974,NA,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1975,0.6,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1976,5,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1977,22.7,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1978,95.1,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1979,166.4,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1980,255.3,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1981,332.3,NA,NA,NA,"Million pounds","Millions",NA,"1",1,"0.5","0.67"
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1785,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1790,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1795,96,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1800,96,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1805,96,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1810,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1815,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1820,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1825,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1830,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1835,60,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1840,60,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1845,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1850,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1855,42,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1860,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1865,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1870,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1875,60,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1880,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1885,33,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1890,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1895,51,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1900,33,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1905,33,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1910,42,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1915,60,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1920,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1925,60,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1930,150,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1935,132,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1940,105,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1945,114,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1950,51,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1955,69,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1960,33,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1965,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKCAL2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","USA","US West Coast","Southern California",1970,24,NA,NA,NA,"Thousand tonnes",NA,NA,NA,NA,"0.5",NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1735,1.7,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1745,0.5,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1755,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
